vehicle_id,trip_id,datetime,total_distance_km,duration_min,avg_speed_kmh,max_speed_kmh,std_speed,parking_anomaly,parking_duration_min,speed_anomaly,speed_spikes,route_deviation,circuity_ratio,coordinated_movement,avg_bearing_change,restricted_zone_entry,rz_hit_count,risk_score,risk_level
20000611,1372640000000000000,2013-07-01 00:24:26,14.49,14.5,60.0,124.7,40.8,0,0.8,1,24,0,1.78,0,72.1,0,0,25.5,LOW
20000167,1372640000000000000,2013-07-01 01:35:53,5.55,10.5,31.7,63.8,18.6,0,1.5,0,0,0,1.24,0,82.9,0,0,15.1,LOW
20000686,1372640000000000000,2013-07-01 01:22:01,8.42,13.5,37.4,83.3,20.9,0,0.5,0,1,0,1.16,0,48.2,1,12,32.4,MEDIUM
20000233,1372640000000000000,2013-07-01 01:02:30,1.55,4.5,20.7,49.4,15.3,0,0.8,0,0,0,1.63,0,102.0,1,4,26.8,LOW
20000372,1372640000000000000,2013-07-01 01:46:35,3.47,5.0,41.6,84.2,24.7,0,0.5,0,1,0,1.25,0,29.0,0,0,25.8,LOW
20000574,1372640000000000000,2013-07-01 02:04:13,20.65,35.0,35.4,106.5,38.2,0,2.2,1,31,1,34.03,0,73.3,0,0,46.9,MEDIUM
20000398,1372640000000000000,2013-07-01 00:15:15,3.31,12.2,16.2,68.3,18.4,0,1.0,0,0,0,2.24,0,98.0,1,19,35.9,MEDIUM
20000067,1372640000000000000,2013-07-01 00:07:27,2.9,6.0,29.0,59.3,16.1,0,0.2,0,0,0,1.4,0,41.5,1,11,29.6,LOW
20000520,1372640000000000000,2013-07-01 02:10:55,2.15,5.5,23.4,55.0,16.4,0,0.2,0,0,0,1.67,0,92.1,1,10,30.3,MEDIUM
20000112,1372640000000000000,2013-07-01 02:07:16,2.97,5.8,31.0,91.8,28.2,0,0.8,1,2,0,1.76,0,75.8,0,0,25.4,LOW
20000503,1372640000000000000,2013-07-01 01:43:10,1.29,2.0,38.8,57.5,13.2,0,0.0,0,0,0,1.19,0,88.5,0,0,10.0,LOW
20000569,1372640000000000000,2013-07-01 01:57:05,3.02,8.2,22.0,55.9,18.8,0,0.8,0,0,0,1.28,0,53.4,1,13,29.9,LOW
20000473,1372640000000000000,2013-07-01 00:28:33,0.05,0.5,6.1,11.7,5.5,0,0.2,0,0,0,1.02,0,47.1,0,0,4.0,LOW
20000367,1372640000000000000,2013-07-01 00:04:32,16.54,13.5,73.5,1391.1,251.7,0,2.2,1,4,1,5.97,0,86.9,1,11,61.9,HIGH
20000672,1372640000000000000,2013-07-01 00:30:16,11.58,27.8,25.0,76.3,21.0,0,2.2,0,0,0,1.22,0,46.5,0,0,17.3,LOW
20000089,1372640000000000000,2013-07-01 01:24:46,3.54,4.8,44.7,114.5,31.8,0,0.0,1,4,0,1.63,0,47.7,0,0,23.9,LOW
20000305,1372640000000000000,2013-07-01 02:10:42,1.21,37.5,1.9,89.0,9.2,1,13.8,0,1,1,29.5,0,105.5,0,0,44.6,MEDIUM
20000190,1372640000000000000,2013-07-01 00:09:57,9.54,13.8,41.6,113.4,31.0,0,1.0,1,7,0,1.59,0,86.1,0,0,24.5,LOW
20000596,1372640000000000000,2013-07-01 01:30:04,5.39,10.2,31.6,176.9,28.7,0,0.2,1,1,0,1.93,0,42.2,1,21,42.0,MEDIUM
20000600,1372640000000000000,2013-07-01 00:28:24,6.83,15.8,26.0,68.8,18.4,0,0.5,0,0,0,1.49,0,53.1,1,5,30.8,MEDIUM
20000009,1372640000000000000,2013-07-01 01:14:38,3.01,7.8,23.3,62.9,19.9,0,1.8,0,0,0,1.84,0,78.9,0,0,20.0,LOW
20000496,1372640000000000000,2013-07-01 00:58:51,7.53,8.5,53.1,121.5,34.3,0,0.5,1,8,0,1.52,0,123.7,1,8,38.7,MEDIUM
20000013,1372640000000000000,2013-07-01 01:00:08,12.44,13.0,57.4,156.9,39.2,0,1.0,1,17,0,1.31,0,47.3,0,0,22.8,LOW
20000201,1372650000000000000,2013-07-01 02:26:15,3.23,6.5,29.9,58.0,16.7,0,0.8,0,0,1,3.46,0,67.8,0,0,27.1,LOW
20000307,1372650000000000000,2013-07-01 02:21:38,5.85,12.5,28.1,72.9,22.9,0,1.5,0,0,0,1.75,0,69.3,0,0,21.2,LOW
20000010,1372640000000000000,2013-07-01 01:17:33,1.43,3.8,22.8,46.9,16.6,0,0.8,0,0,0,1.41,0,27.7,1,10,35.1,MEDIUM
20000686,1372650000000000000,2013-07-01 02:36:13,4.68,9.2,30.4,97.6,28.5,0,1.2,1,2,0,1.1,0,109.5,1,10,36.7,MEDIUM
20000454,1372650000000000000,2013-07-01 02:23:46,1.14,3.5,19.6,41.8,13.0,0,0.5,0,0,0,1.52,0,141.0,1,5,27.3,LOW
20000621,1372640000000000000,2013-07-01 01:46:41,10.45,11.5,54.5,95.1,28.4,0,1.0,1,10,0,1.32,0,66.0,1,3,31.8,MEDIUM
20000492,1372640000000000000,2013-07-01 02:05:11,6.6,11.0,36.0,70.7,19.9,0,0.8,0,0,0,1.42,0,39.1,0,0,18.5,LOW
20000534,1372650000000000000,2013-07-01 02:46:29,2.0,13.2,9.0,70.3,17.7,1,5.5,0,0,0,1.47,0,87.6,0,0,19.3,LOW
20000005,1372640000000000000,2013-07-01 01:32:31,0.69,2.2,18.5,30.9,8.2,0,0.0,0,0,0,1.83,0,61.7,1,10,25.6,LOW
20000195,1372640000000000000,2013-07-01 01:17:34,5.16,6.5,47.7,114.1,27.1,0,0.5,1,3,0,1.49,0,101.6,1,6,38.5,MEDIUM
20000307,1372650000000000000,2013-07-01 02:52:00,6.01,12.5,28.8,166.1,28.7,0,1.0,1,1,1,24.09,0,55.2,0,0,45.8,MEDIUM
20000653,1372640000000000000,2013-07-01 01:50:15,4.4,9.5,27.8,65.3,18.9,0,0.8,0,0,0,1.58,0,114.6,0,0,16.8,LOW
20000406,1372640000000000000,2013-07-01 00:34:11,4.22,11.8,21.6,55.1,16.8,0,1.0,0,0,0,1.72,0,56.8,0,0,16.5,LOW
20000199,1372650000000000000,2013-07-01 02:30:59,2.65,5.2,30.3,57.0,18.9,0,0.5,0,0,0,1.3,0,63.8,1,13,29.8,LOW
20000307,1372650000000000000,2013-07-01 03:05:13,1.44,4.0,21.6,54.1,16.7,0,0.2,0,0,0,1.21,0,149.1,1,8,27.7,LOW
20000367,1372650000000000000,2013-07-01 02:45:10,13.55,16.0,50.8,687.8,113.2,0,1.2,1,2,0,2.46,0,54.8,1,3,39.2,MEDIUM
20000325,1372640000000000000,2013-07-01 00:22:17,8.12,7.5,65.0,119.0,31.2,0,0.2,1,10,0,1.55,0,77.3,1,7,38.6,MEDIUM
20000503,1372650000000000000,2013-07-01 02:43:47,13.95,11.5,72.8,115.7,37.0,0,0.8,1,25,0,1.44,0,66.8,0,0,23.3,LOW
20000015,1372650000000000000,2013-07-01 02:19:18,3.28,7.8,25.4,78.9,22.9,0,1.2,0,0,0,1.17,0,59.3,1,8,32.4,MEDIUM
20000101,1372650000000000000,2013-07-01 02:38:12,16.68,15.5,64.6,156.5,43.1,0,1.5,1,23,0,1.67,0,73.2,1,6,40.5,MEDIUM
20000011,1372640000000000000,2013-07-01 00:25:42,16.26,23.2,42.0,118.6,38.2,0,1.8,1,17,0,2.94,0,81.6,0,0,33.6,MEDIUM
20000632,1372640000000000000,2013-07-01 01:02:57,4.71,8.0,35.3,76.4,23.1,0,0.8,0,0,0,2.02,0,48.8,0,0,22.4,LOW
20000112,1372650000000000000,2013-07-01 02:43:30,13.66,10.8,76.2,133.8,37.0,0,0.5,1,23,0,1.29,0,90.7,0,0,22.2,LOW
20000492,1372650000000000000,2013-07-01 03:01:23,1.88,4.0,28.2,67.6,25.6,0,0.5,1,0,0,1.22,0,50.4,1,8,33.9,MEDIUM
20000308,1372640000000000000,2013-07-01 00:29:20,7.16,10.5,40.9,93.2,25.7,0,0.8,1,3,0,1.55,0,107.6,0,0,24.1,LOW
20000333,1372640000000000000,2013-07-01 00:54:38,0.52,0.8,41.9,54.6,12.0,0,0.0,0,0,0,1.23,0,46.0,0,0,9.4,LOW
20000481,1372640000000000000,2013-07-01 01:10:41,4.93,11.8,25.2,60.5,20.3,0,1.8,0,0,0,1.36,0,66.5,1,29,32.2,MEDIUM
20000621,1372650000000000000,2013-07-01 03:00:36,2.55,5.8,26.6,60.2,18.7,0,0.2,0,0,0,1.19,0,25.3,1,7,35.4,MEDIUM
20000398,1372650000000000000,2013-07-01 02:41:18,17.77,17.5,60.9,149.1,46.8,0,1.5,1,27,0,1.54,0,85.1,1,8,39.6,MEDIUM
20000657,1372640000000000000,2013-07-01 01:33:58,10.9,13.5,48.4,169.4,26.5,0,0.5,1,1,0,1.34,0,65.8,0,0,22.2,LOW
20000560,1372640000000000000,2013-07-01 02:05:02,2.3,6.0,23.0,65.2,19.0,0,0.5,0,0,0,1.81,0,97.4,1,7,33.2,MEDIUM
20000671,1372650000000000000,2013-07-01 02:18:22,3.85,7.8,29.8,68.8,19.4,0,0.8,0,0,0,1.88,0,49.5,1,10,34.1,MEDIUM
20000190,1372650000000000000,2013-07-01 02:48:37,4.85,14.5,20.1,142.1,26.1,0,2.2,1,2,0,2.68,0,80.8,1,37,47.4,MEDIUM
20000171,1372650000000000000,2013-07-01 02:24:52,2.44,5.2,27.9,61.4,16.8,0,0.2,0,0,0,2.03,0,53.5,1,2,23.8,LOW
20000569,1372650000000000000,2013-07-01 02:44:10,6.37,27.0,14.2,138.8,21.9,0,3.8,1,1,1,15.53,0,94.2,1,50,59.8,HIGH
20000486,1372640000000000000,2013-07-01 02:06:46,7.43,19.2,23.1,59.6,20.7,0,3.0,0,0,0,1.1,0,112.1,1,17,31.9,MEDIUM
20000574,1372650000000000000,2013-07-01 02:40:54,2.52,9.5,15.9,78.9,20.3,0,2.0,0,0,1,10.82,0,95.2,0,0,40.2,MEDIUM
20000360,1372640000000000000,2013-07-01 01:58:43,16.27,16.5,59.2,112.3,32.9,0,0.5,1,23,0,1.34,0,75.8,1,16,37.5,MEDIUM
20000403,1372640000000000000,2013-07-01 01:41:36,5.92,15.5,22.9,66.3,22.4,0,3.0,0,0,0,1.3,0,94.0,1,14,34.3,MEDIUM
20000600,1372650000000000000,2013-07-01 02:49:42,5.29,16.5,19.2,64.2,17.5,0,2.2,0,0,0,1.72,0,76.0,1,4,30.1,MEDIUM
20000496,1372650000000000000,2013-07-01 02:50:50,22.23,26.0,51.3,129.9,45.4,0,3.2,1,39,0,1.93,0,89.1,0,0,28.5,LOW
20000450,1372640000000000000,2013-07-01 02:07:38,5.54,10.8,30.9,82.5,28.3,0,1.0,1,2,0,1.46,0,58.7,0,0,23.7,LOW
20000545,1372640000000000000,2013-07-01 01:59:20,2.67,5.0,32.1,59.1,19.8,0,0.5,0,0,0,1.57,0,39.8,1,12,33.9,MEDIUM
20000231,1372640000000000000,2013-07-01 01:31:31,4.35,5.8,45.3,83.0,26.4,0,0.5,1,2,0,1.44,0,55.2,1,10,38.2,MEDIUM
20000496,1372650000000000000,2013-07-01 03:27:42,1.28,0.8,102.6,109.8,5.8,0,0.0,1,3,0,1.0,0,3.8,0,0,23.6,LOW
20000233,1372650000000000000,2013-07-01 02:39:51,1.66,9.2,10.8,53.6,13.7,0,2.2,0,0,0,1.74,0,119.9,1,10,30.6,MEDIUM
20000333,1372650000000000000,2013-07-01 03:18:21,5.62,6.0,56.2,176.0,37.6,0,0.2,1,5,0,1.26,0,54.5,0,0,21.9,LOW
20000005,1372650000000000000,2013-07-01 03:03:17,12.89,14.8,52.4,151.0,33.6,0,0.8,1,13,0,1.47,0,76.6,1,7,38.6,MEDIUM
20000154,1372640000000000000,2013-07-01 02:06:46,7.1,12.2,34.8,107.9,29.9,0,0.5,1,4,0,2.29,0,85.2,1,11,43.5,MEDIUM
20000686,1372650000000000000,2013-07-01 02:56:22,5.15,8.2,37.4,361.0,67.5,0,0.5,1,2,0,1.88,0,60.7,1,10,40.9,MEDIUM
20000011,1372650000000000000,2013-07-01 03:15:26,0.69,4.0,10.4,24.3,9.4,0,1.8,0,0,0,1.54,0,43.6,0,0,11.6,LOW
20000648,1372640000000000000,2013-07-01 01:14:44,4.33,8.5,30.6,53.0,17.0,0,1.0,0,0,0,1.09,0,34.8,1,11,31.1,MEDIUM
20000178,1372640000000000000,2013-07-01 01:11:08,4.77,10.0,28.6,72.8,15.2,0,0.2,0,0,0,1.49,0,34.3,1,10,32.0,MEDIUM
20000235,1372640000000000000,2013-07-01 01:12:29,2.43,4.8,30.7,78.6,23.6,0,0.5,0,0,0,1.16,0,41.6,1,3,27.3,LOW
20000089,1372650000000000000,2013-07-01 02:47:44,5.92,14.5,24.5,71.6,17.3,0,1.8,0,0,0,1.96,0,61.1,0,0,19.0,LOW
20000671,1372650000000000000,2013-07-01 03:24:09,3.2,7.2,26.5,93.6,23.6,0,0.8,0,1,0,1.33,0,66.4,1,10,35.4,MEDIUM
20000341,1372650000000000000,2013-07-01 02:19:17,5.6,12.2,27.4,61.1,19.0,0,0.5,0,0,0,1.2,0,66.6,1,17,29.3,LOW
20000653,1372650000000000000,2013-07-01 03:06:30,16.19,15.5,62.7,121.2,37.1,0,1.0,1,22,0,1.38,0,63.9,0,0,23.2,LOW
20000325,1372650000000000000,2013-07-01 03:12:58,1.36,3.0,27.3,52.5,16.8,0,0.2,0,0,0,1.35,0,46.7,1,2,19.6,LOW
20000367,1372650000000000000,2013-07-01 03:12:25,6.46,13.0,29.8,79.1,23.8,0,0.5,0,0,0,1.25,0,46.6,1,4,29.9,LOW
20000360,1372650000000000000,2013-07-01 03:26:25,5.61,8.2,40.8,63.4,16.9,0,0.0,0,0,0,1.32,0,26.0,0,0,19.6,LOW
